_id,No OCORRENCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICIPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL
36,49968433,2023-01-15T00:00:00,12:46:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SOORETAMA,CENTRO,AV VISTA ALEGRE,COMERCIO
37,49976486,2023-01-15T00:00:00,09:20:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,MARUIPE,AV MARUIPE,COMERCIO
38,49982370,2023-01-16T00:00:00,20:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,PADRE GABRIEL,RUA PADRE GABRIEL,COMERCIO
39,49985398,2023-01-11T00:00:00,11:40:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,JARDIM MARILANDIA,PRACA ARARIUS,COMERCIO
40,49985504,2023-01-15T00:00:00,00:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SOORETAMA,CENTRO,AVENIDA VISTA ALEGRE,COMERCIO
41,49988205,2023-01-13T00:00:00,23:55:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SAO MATEUS,GURIRI,AVENIDA ESBERTALINA BARBOSA DAMIANI,CASA DE SHOW/EVENTOS
42,49992296,2023-01-17T00:00:00,20:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,NOVA CARAPINA I,AV BELO HORIZONTE,COMERCIO
43,50000678,2023-01-18T00:00:00,20:07:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,BARRA DO JUCU,AV ALFREDO SISLEY,COMERCIO
44,50001160,2023-01-18T00:00:00,21:14:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,NAO CADASTRADA,VIA PUBLICA
45,50001761,2023-01-18T00:00:00,22:21:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,RUA BENJAMIN FRANKLIN,COMERCIO
46,50006935,2023-01-19T00:00:00,12:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,JAGUARE,CENTRO,RUA GERALDO ELIOTERIO,RESIDÊNCIA
47,50007229,2023-01-19T00:00:00,13:26:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,CAMPO GRANDE,RUA MINISTRO EURICO SALLES DE AGUIAR,VIA PUBLICA
48,50008459,2023-01-19T00:00:00,13:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,CAMPO GRANDE,AV MIN EURICO SALLES DE AGUIAR,CONSULTORIO
49,50015813,2023-01-20T00:00:00,12:22:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,BELA AURORA,RUA ESPIRITO SANTO,COMERCIO
50,50018959,2023-01-20T00:00:00,18:23:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SAO MATEUS,CENTRO,AV JONES DOS SANTOS NEVES,COMERCIO
51,50021304,2023-01-19T00:00:00,18:56:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,PRAIA DO CANTO,RUA,COMERCIO
52,50022524,2023-01-20T00:00:00,23:20:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VIANA,AREINHA,AV GUARAPARI,COMERCIO
53,50031698,2023-01-22T00:00:00,03:22:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SAO GABRIEL DA PALHA,ZONA RURAL,RODOVIA JOAO IZOTON FILHO,COMERCIO
54,50040061,2023-01-13T00:00:00,13:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,CIDADE DA BARRA,RUA ERICO VERISSIMO,COMERCIO
55,50040481,2023-01-21T00:00:00,12:56:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,JARDIM CAMBURI,RUA GELU VERVLOET DOS SANTOS,COMERCIO
56,50040588,2023-01-18T00:00:00,19:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,BAIRRO DAS LARANJEIRAS,RUA BENJAMIN FRANKLIN,RESIDÊNCIA
57,50042758,2023-01-22T00:00:00,15:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,VILA NOVA DE COLARES,Sem Informacao,VIA PUBLICA
58,50051687,2023-01-23T00:00:00,19:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,ALTO MONTE CRISTO,AVENIDA DOMINGOS ALCINO DADALTO,COMERCIO
59,50052685,2023-01-24T00:00:00,14:54:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,LINHARES,CENTRO,AVENIDA JOAO FELIPE CALMON,COMERCIO
60,50053489,2023-01-20T00:00:00,11:48:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,BELA AURORA,AV ESPIRITO SANTO,COMERCIO
61,50053496,2023-01-20T00:00:00,12:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,BELA AURORA,AV. ESPIRITO SANTO,COMERCIO
62,50060116,2023-01-25T00:00:00,11:26:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,GUACUI,CENTRO,NAO CADASTRADA,OUTRO LOCAL
63,50063365,2023-01-24T00:00:00,16:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,RUA ERNANDES DUARTE DA FONSECA,COMERCIO
64,50064670,2023-01-25T00:00:00,20:41:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,SANTA LUCIA,AV NOSSA SENHORA DA PENHA,COMERCIO
65,50071101,2023-01-24T00:00:00,20:37:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,PRAIA DO CANTO,RUA ALEIXO NETTO,COMERCIO
66,50071265,2023-01-16T00:00:00,20:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,BARCELONA,ROD GOVERNADOR MARIO COVAS,COMERCIO
67,50077209,2023-01-25T00:00:00,19:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,CAMPO GRANDE,RUA JOSE VIEIRA GOMES,COMERCIO
68,50081008,2023-01-27T00:00:00,16:49:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,LINHARES,BNH,AV JUSCELINO KUBSTCHECK,COMERCIO
69,50087597,2023-01-27T00:00:00,23:40:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,ROSARIO DE FATIMA,Sem Informacao,COMERCIO
70,50088434,2023-01-27T00:00:00,22:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,PORTO CANOA,AVENIDA BICO TORTO,COMERCIO
71,50088438,2023-01-27T00:00:00,22:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,PORTO CANOA,Sem Informacao,VIA PUBLICA
72,50088800,2023-01-19T00:00:00,21:09:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AVENIDA,COMERCIO
73,50093449,2023-01-28T00:00:00,21:15:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,JARDIM CAMBURI,AV DANTE MICHELINE,COMERCIO
74,50105915,2023-01-28T00:00:00,02:50:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,VILA RUBIM,AVENIDA NAIR DE AZEVEDO SILVA,COMERCIO
75,50106103,2023-01-28T00:00:00,21:10:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,JARDIM DA PENHA,RUA LUDWIK MACAL,COMERCIO
76,50106319,2023-01-27T00:00:00,16:40:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,LINHARES,NOVO HORIZONTE,AV PRES JUSCELINO KUBITSCHEK,ESCRITORIO
77,50106537,2023-01-27T00:00:00,17:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,SAINDO DO CONJUNTO COM DESTINO A ATILIO VIVACQUA,COMERCIO
78,50106662,2023-01-29T00:00:00,06:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,AVENIDA,OUTRO LOCAL
79,50121521,2023-01-30T00:00:00,21:59:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,ENSEADA DO SUA,RUA ALAOR DE QUEIROZ ARAUJO,OUTRO LOCAL
80,50128035,2023-01-31T00:00:00,20:15:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,SANTA LUCIA,AVENIDA NOSSA SENHORA DA PENHA,COMERCIO
81,50137638,2023-01-31T00:00:00,11:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,FEU ROSA,RUA DAS AVENCAS,COMERCIO
82,50138459,2023-01-25T00:00:00,20:27:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,SANTA LUCIA,AVENIDA NOSSA SENHORA DA PENHA,COMERCIO
83,50139384,2023-02-02T00:00:00,12:42:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO GERALDO,AV ALICE COUTINHO,COMERCIO
84,50146873,2023-02-01T00:00:00,15:04:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,SANTA LUCIA,JOSE TEIXEIRA,CONSULTORIO
85,50147041,2023-01-28T00:00:00,13:20:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,RUA ERNANDES DUARTE FONSECA,COMERCIO
86,50147121,2023-02-03T00:00:00,10:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,CAMPO GRANDE,AV EXPEDITO GARCIA,COMERCIO
87,50147283,2023-02-01T00:00:00,12:00:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,ENSEADA DO SUA,RUA ALAOR DE QUEIROZ ARAUJO,OUTRO LOCAL
88,50148799,2023-02-03T00:00:00,14:30:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,LINHARES,SAO JOSE,AV GILSON AGUIAR BATISTI,COMERCIO
89,50148918,2023-02-03T00:00:00,14:44:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,ITAPOA,AV RESPLENDOR,COMERCIO
90,50157399,2023-02-03T00:00:00,13:20:00,CRIMES CONTRA PATRIMONIO,CRIMES CONTRA PATRIMONIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,ITAPOA,AVENIDA RESPLENDOR,COMERCIO
